GL,America/Scoresbysund,-01:00,+00:00
,America/Shiprock,-07:00,-06:00
US,America/Sitka,-09:00,-08:00
BL,America/St_Barthelemy,-04:00,-04:00
CA,America/St_Johns,-03:30,-02:30
KN,America/St_Kitts,-04:00,-04:00
LC,America/St_Lucia,-04:00,-04:00
VI,America/St_Thomas,-04:00,-04:00
VC,America/St_Vincent,-04:00,-04:00
CA,America/Swift_Current,-06:00,-06:00
HN,America/Tegucigalpa,-06:00,-06:00
GL,America/Thule,-04:00,-03:00
CA,America/Thunder_Bay,-05:00,-04:00
MX,America/Tijuana,-08:00,-07:00
CA,America/Toronto,-05:00,-04:00
VG,America/Tortola,-04:00,-04:00
CA,America/Vancouver,-08:00,-07:00
,America/Virgin,-04:00,-04:00
CA,America/Whitehorse,-08:00,-07:00
CA,America/Winnipeg,-06:00,-05:00
US,America/Yakutat,-09:00,-08:00
CA,America/Yellowknife,-07:00,-06:00
AQ,Antarctica/Casey,+08:00,+08:00
AQ,Antarctica/Davis,+07:00,+07:00
AQ,Antarctica/DumontDUrville,+10:00,+10:00
AU,Antarctica/Macquarie,+11:00,+11:00
AQ,Antarctica/Mawson,+05:00,+05:00
AQ,Antarctica/McMurdo,+12:00,+13:00
AQ,Antarctica/Palmer,-04:00,-03:00
AQ,Antarctica/Rothera,-03:00,-03:00
,Antarctica/South_Pole,+12:00,+13:00
AQ,Antarctica/Syowa,+03:00,+03:00
AQ,Antarctica/Troll,+00:00,+02:00
AQ,Antarctica/Vostok,+06:00,+06:00
SJ,Arctic/Longyearbyen,+01:00,+02:00
YE,Asia/Aden,+03:00,+03:00
KZ,Asia/Almaty,+06:00,+06:00
JO,Asia/Amman,+02:00,+03:00
RU,Asia/Anadyr,+12:00,+12:00
KZ,Asia/Aqtau,+05:00,+05:00
KZ,Asia/Aqtobe,+05:00,+05:00
TM,Asia/Ashgabat,+05:00,+05:00
,Asia/Ashkhabad,+05:00,+05:00
IQ,Asia/Baghdad,+03:00,+03:00
BH,Asia/Bahrain,+03:00,+03:00
AZ,Asia/Baku,+04:00,+04:00
TH,Asia/Bangkok,+07:00,+07:00
RU,Asia/Barnaul,+07:00,+07:00
LB,Asia/Beirut,+02:00,+03:00
KG,Asia/Bishkek,+06:00,+06:00
BN,Asia/Brunei,+08:00,+08:00
,Asia/Calcutta,+05:30,+05:30
RU,Asia/Chita,+09:00,+09:00
MN,Asia/Choibalsan,+08:00,+09:00
,Asia/Chongqing,+08:00,+08:00
,Asia/Chungking,+08:00,+08:00
LK,Asia/Colombo,+05:30,+05:30
,Asia/Dacca,+06:00,+06:00
SY,Asia/Damascus,+02:00,+03:00
BD,Asia/Dhaka,+06:00,+06:00
TL,Asia/Dili,+09:00,+09:00
AE,Asia/Dubai,+04:00,+04:00
TJ,Asia/Dushanbe,+05:00,+05:00
PS,Asia/Gaza,+02:00,+03:00
,Asia/Harbin,+08:00,+08:00
PS,Asia/Hebron,+02:00,+03:00
VN,Asia/Ho_Chi_Minh,+07:00,+07:00
HK,Asia/Hong_Kong,+08:00,+08:00
MN,Asia/Hovd,+07:00,+08:00
RU,Asia/Irkutsk,+08:00,+08:00
,Asia/Istanbul,+03:00,+03:00
ID,Asia/Jakarta,+07:00,+07:00
ID,Asia/Jayapura,+09:00,+09:00
IL,Asia/Jerusalem,+02:00,+03:00
AF,Asia/Kabul,+04:30,+04:30
RU,Asia/Kamchatka,+12:00,+12:00
PK,Asia/Karachi,+05:00,+05:00
,Asia/Kashgar,+06:00,+06:00
NP,Asia/Kathmandu,+05:45,+05:45
,Asia/Katmandu,+05:45,+05:45
RU,Asia/Khandyga,+09:00,+09:00
IN,Asia/Kolkata,+05:30,+05:30
RU,Asia/Krasnoyarsk,+07:00,+07:00
MY,Asia/Kuala_Lumpur,+08:00,+08:00
MY,Asia/Kuching,+08:00,+08:00
KW,Asia/Kuwait,+03:00,+03:00
,Asia/Macao,+08:00,+08:00
MO,Asia/Macau,+08:00,+08:00
RU,Asia/Magadan,+11:00,+11:00
ID,Asia/Makassar,+08:00,+08:00
PH,Asia/Manila,+08:00,+08:00
OM,Asia/Muscat,+04:00,+04:00
CY,Asia/Nicosia,+02:00,+03:00
RU,Asia/Novokuznetsk,+07:00,+07:00
RU,Asia/Novosibirsk,+07:00,+07:00
RU,Asia/Omsk,+06:00,+06:00
KZ,Asia/Oral,+05:00,+05:00
KH,Asia/Phnom_Penh,+07:00,+07:00
ID,Asia/Pontianak,+07:00,+07:00
KP,Asia/Pyongyang,+08:30,+08:30
QA,Asia/Qatar,+03:00,+03:00
KZ,Asia/Qyzylorda,+06:00,+06:00
MM,Asia/Rangoon,+06:30,+06:30
SA,Asia/Riyadh,+03:00,+03:00
,Asia/Saigon,+07:00,+07:00
RU,Asia/Sakhalin,+11:00,+11:00
UZ,Asia/Samarkand,+05:00,+05:00
KR,Asia/Seoul,+09:00,+09:00
CN,Asia/Shanghai,+08:00,+08:00
SG,Asia/Singapore,+08:00,+08:00
RU,Asia/Srednekolymsk,+11:00,+11:00
TW,Asia/Taipei,+08:00,+08:00
UZ,Asia/Tashkent,+05:00,+05:00
GE,Asia/Tbilisi,+04:00,+04:00
IR,Asia/Tehran,+03:30,+04:30
,Asia/Tel_Aviv,+02:00,+03:00
,Asia/Thimbu,+06:00,+06:00
BT,Asia/Thimphu,+06:00,+06:00
JP,Asia/Tokyo,+09:00,+09:00
RU,Asia/Tomsk,+07:00,+07:00
,Asia/Ujung_Pandang,+08:00,+08:00
MN,Asia/Ulaanbaatar,+08:00,+09:00
,Asia/Ulan_Bator,+08:00,+09:00
CN,Asia/Urumqi,+06:00,+06:00
RU,Asia/Ust-Nera,+10:00,+10:00
LA,Asia/Vientiane,+07:00,+07:00
RU,Asia/Vladivostok,+10:00,+10:00
RU,Asia/Yakutsk,+09:00,+09:00
RU,Asia/Yekaterinburg,+05:00,+05:00
AM,Asia/Yerevan,+04:00,+04:00
PT,Atlantic/Azores,-01:00,+00:00
BM,Atlantic/Bermuda,-04:00,-03:00
ES,Atlantic/Canary,+00:00,+01:00
CV,Atlantic/Cape_Verde,-01:00,-01:00
,Atlantic/Faeroe,+00:00,+01:00
FO,Atlantic/Faroe,+00:00,+01:00
,Atlantic/Jan_Mayen,+01:00,+02:00
PT,Atlantic/Madeira,+00:00,+01:00
IS,Atlantic/Reykjavik,+00:00,+00:00
GS,Atlantic/South_Georgia,-02:00,-02:00
SH,Atlantic/St_Helena,+00:00,+00:00
FK,Atlantic/Stanley,-03:00,-03:00
,Australia/ACT,+10:00,+11:00
AU,Australia/Adelaide,+09:30,+10:30
AU,Australia/Brisbane,+10:00,+10:00
AU,Australia/Broken_Hill,+09:30,+10:30
,Australia/Canberra,+10:00,+11:00
AU,Australia/Currie,+10:00,+11:00
AU,Australia/Darwin,+09:30,+09:30
AU,Australia/Eucla,+08:45,+08:45
AU,Australia/Hobart,+10:00,+11:00
,Australia/LHI,+10:30,+11:00
AU,Australia/Lindeman,+10:00,+10:00
AU,Australia/Lord_Howe,+10:30,+11:00
AU,Australia/Melbourne,+10:00,+11:00
,Australia/North,+09:30,+09:30
,Australia/NSW,+10:00,+11:00
AU,Australia/Perth,+08:00,+08:00
,Australia/Queensland,+10:00,+10:00
,Australia/South,+09:30,+10:30
AU,Australia/Sydney,+10:00,+11:00
,Australia/Tasmania,+10:00,+11:00
,Australia/Victoria,+10:00,+11:00
,Australia/West,+08:00,+08:00
,Australia/Yancowinna,+09:30,+10:30
,Brazil/Acre,-05:00,-05:00
,Brazil/DeNoronha,-02:00,-02:00
,Brazil/East,-03:00,-02:00
,Brazil/West,-04:00,-04:00
,Canada/Atlantic,-04:00,-03:00
,Canada/Central,-06:00,-05:00
,Canada/Eastern,-05:00,-04:00
,Canada/East-Saskatchewan,-06:00,-06:00
,Canada/Mountain,-07:00,-06:00
,Canada/Newfoundland,-03:30,-02:30
,Canada/Pacific,-08:00,-07:00
,Canada/Saskatchewan,-06:00,-06:00
,Canada/Yukon,-08:00,-07:00
,CET,+01:00,+02:00
,Chile/Continental,-04:00,-03:00
,Chile/EasterIsland,-06:00,-05:00
,CST6CDT,-06:00,-05:00
,Cuba,-05:00,-04:00
,EET,+02:00,+03:00
,Egypt,+02:00,+02:00
,Eire,+00:00,+01:00
,EST,-05:00,-05:00
,EST5EDT,-05:00,-04:00
,Etc/GMT,+00:00,+00:00
,Etc/GMT+0,+00:00,+00:00
,Etc/GMT+1,-01:00,-01:00
,Etc/GMT+10,-10:00,-10:00
,Etc/GMT+11,-11:00,-11:00
,Etc/GMT+12,-12:00,-12:00
,Etc/GMT+2,-02:00,-02:00
,Etc/GMT+3,-03:00,-03:00
,Etc/GMT+4,-04:00,-04:00
,Etc/GMT+5,-05:00,-05:00
,Etc/GMT+6,-06:00,-06:00
,Etc/GMT+7,-07:00,-07:00
,Etc/GMT+8,-08:00,-08:00
,Etc/GMT+9,-09:00,-09:00
,Etc/GMT0,+00:00,+00:00
,Etc/GMT-0,+00:00,+00:00
,Etc/GMT-1,+01:00,+01:00
,Etc/GMT-10,+10:00,+10:00
,Etc/GMT-11,+11:00,+11:00
,Etc/GMT-12,+12:00,+12:00
,Etc/GMT-13,+13:00,+13:00
,Etc/GMT-14,+14:00,+14:00
,Etc/GMT-2,+02:00,+02:00
,Etc/GMT-3,+03:00,+03:00
,Etc/GMT-4,+04:00,+04:00
,Etc/GMT-5,+05:00,+05:00
,Etc/GMT-6,+06:00,+06:00
,Etc/GMT-7,+07:00,+07:00
,Etc/GMT-8,+08:00,+08:00
,Etc/GMT-9,+09:00,+09:00
,Etc/Greenwich,+00:00,+00:00
,Etc/UCT,+00:00,+00:00
,Etc/Universal,+00:00,+00:00
,Etc/UTC,+00:00,+00:00
,Etc/Zulu,+00:00,+00:00
NL,Europe/Amsterdam,+01:00,+02:00
AD,Europe/Andorra,+01:00,+02:00
RU,Europe/Astrakhan,+04:00,+04:00
GR,Europe/Athens,+02:00,+03:00
,Europe/Belfast,+00:00,+01:00
RS,Europe/Belgrade,+01:00,+02:00
DE,Europe/Berlin,+01:00,+02:00
SK,Europe/Bratislava,+01:00,+02:00
BE,Europe/Brussels,+01:00,+02:00
RO,Europe/Bucharest,+02:00,+03:00
HU,Europe/Budapest,+01:00,+02:00
DE,Europe/Busingen,+01:00,+02:00
MD,Europe/Chisinau,+02:00,+03:00
DK,Europe/Copenhagen,+01:00,+02:00
IE,Europe/Dublin,+00:00,+01:00
GI,Europe/Gibraltar,+01:00,+02:00
GG,Europe/Guernsey,+00:00,+01:00
FI,Europe/Helsinki,+02:00,+03:00
IM,Europe/Isle_of_Man,+00:00,+01:00
TR,Europe/Istanbul,+03:00,+03:00
JE,Europe/Jersey,+00:00,+01:00
RU,Europe/Kaliningrad,+02:00,+02:00
UA,Europe/Kiev,+02:00,+03:00
RU,Europe/Kirov,+03:00,+03:00
PT,Europe/Lisbon,+00:00,+01:00
SI,Europe/Ljubljana,+01:00,+02:00
GB,Europe/London,+00:00,+01:00
LU,Europe/Luxembourg,+01:00,+02:00
ES,Europe/Madrid,+01:00,+02:00
MT,Europe/Malta,+01:00,+02:00
AX,Europe/Mariehamn,+02:00,+03:00
BY,Europe/Minsk,+03:00,+03:00
MC,Europe/Monaco,+01:00,+02:00
RU,Europe/Moscow,+03:00,+03:00
,Europe/Nicosia,+02:00,+03:00
NO,Europe/Oslo,+01:00,+02:00
FR,Europe/Paris,+01:00,+02:00
ME,Europe/Podgorica,+01:00,+02:00
CZ,Europe/Prague,+01:00,+02:00
LV,Europe/Riga,+02:00,+03:00
IT,Europe/Rome,+01:00,+02:00
RU,Europe/Samara,+04:00,+04:00
SM,Europe/San_Marino,+01:00,+02:00
BA,Europe/Sarajevo,+01:00,+02:00
RU,Europe/Simferopol,+03:00,+03:00
MK,Europe/Skopje,+01:00,+02:00
BG,Europe/Sofia,+02:00,+03:00
SE,Europe/Stockholm,+01:00,+02:00
EE,Europe/Tallinn,+02:00,+03:00
AL,Europe/Tirane,+01:00,+02:00
,Europe/Tiraspol,+02:00,+03:00
RU,Europe/Ulyanovsk,+04:00,+04:00
UA,Europe/Uzhgorod,+02:00,+03:00
LI,Europe/Vaduz,+01:00,+02:00
VA,Europe/Vatican,+01:00,+02:00
AT,Europe/Vienna,+01:00,+02:00
LT,Europe/Vilnius,+02:00,+03:00
RU,Europe/Volgograd,+03:00,+03:00
PL,Europe/Warsaw,+01:00,+02:00
HR,Europe/Zagreb,+01:00,+02:00
UA,Europe/Zaporozhye,+02:00,+03:00
CH,Europe/Zurich,+01:00,+02:00
,GB,+00:00,+01:00
,GB-Eire,+00:00,+01:00
,GMT,+00:00,+00:00
,GMT+0,+00:00,+00:00
,GMT0,+00:00,+00:00
,GMT-0,+00:00,+00:00
,Greenwich,+00:00,+00:00
,Hongkong,+08:00,+08:00
,HST,-10:00,-10:00
,Iceland,+00:00,+00:00
MG,Indian/Antananarivo,+03:00,+03:00
IO,Indian/Chagos,+06:00,+06:00
CX,Indian/Christmas,+07:00,+07:00
CC,Indian/Cocos,+06:30,+06:30
KM,Indian/Comoro,+03:00,+03:00
TF,Indian/Kerguelen,+05:00,+05:00
SC,Indian/Mahe,+04:00,+04:00
MV,Indian/Maldives,+05:00,+05:00
MU,Indian/Mauritius,+04:00,+04:00
YT,Indian/Mayotte,+03:00,+03:00
RE,Indian/Reunion,+04:00,+04:00
,Iran,+03:30,+04:30
,Israel,+02:00,+03:00
,Jamaica,-05:00,-05:00
,Japan,+09:00,+09:00
,Kwajalein,+12:00,+12:00
,Libya,+02:00,+02:00
,MET,+01:00,+02:00
,Mexico/BajaNorte,-08:00,-07:00
,Mexico/BajaSur,-07:00,-06:00
,Mexico/General,-06:00,-05:00
,MST,-07:00,-07:00
,MST7MDT,-07:00,-06:00
,Navajo,-07:00,-06:00
,NZ,+12:00,+13:00
,NZ-CHAT,+12:45,+13:45
WS,Pacific/Apia,+13:00,+14:00
NZ,Pacific/Auckland,+12:00,+13:00
PG,Pacific/Bougainville,+11:00,+11:00
NZ,Pacific/Chatham,+12:45,+13:45
FM,Pacific/Chuuk,+10:00,+10:00
CL,Pacific/Easter,-06:00,-05:00
VU,Pacific/Efate,+11:00,+11:00
KI,Pacific/Enderbury,+13:00,+13:00
TK,Pacific/Fakaofo,+13:00,+13:00
FJ,Pacific/Fiji,+12:00,+13:00
TV,Pacific/Funafuti,+12:00,+12:00
EC,Pacific/Galapagos,-06:00,-06:00
PF,Pacific/Gambier,-09:00,-09:00
SB,Pacific/Guadalcanal,+11:00,+11:00
GU,Pacific/Guam,+10:00,+10:00
US,Pacific/Honolulu,-10:00,-10:00
UM,Pacific/Johnston,-10:00,-10:00
KI,Pacific/Kiritimati,+14:00,+14:00
FM,Pacific/Kosrae,+11:00,+11:00
MH,Pacific/Kwajalein,+12:00,+12:00
MH,Pacific/Majuro,+12:00,+12:00
PF,Pacific/Marquesas,-09:30,-09:30
UM,Pacific/Midway,-11:00,-11:00
NR,Pacific/Nauru,+12:00,+12:00
NU,Pacific/Niue,-11:00,-11:00
NF,Pacific/Norfolk,+11:00,+11:00
NC,Pacific/Noumea,+11:00,+11:00
AS,Pacific/Pago_Pago,-11:00,-11:00
PW,Pacific/Palau,+09:00,+09:00
PN,Pacific/Pitcairn,-08:00,-08:00
FM,Pacific/Pohnpei,+11:00,+11:00
,Pacific/Ponape,+11:00,+11:00
PG,Pacific/Port_Moresby,+10:00,+10:00
CK,Pacific/Rarotonga,-10:00,-10:00
MP,Pacific/Saipan,+10:00,+10:00
,Pacific/Samoa,-11:00,-11:00
PF,Pacific/Tahiti,-10:00,-10:00
KI,Pacific/Tarawa,+12:00,+12:00
TO,Pacific/Tongatapu,+13:00,+14:00
,Pacific/Truk,+10:00,+10:00
UM,Pacific/Wake,+12:00,+12:00
WF,Pacific/Wallis,+12:00,+12:00
,Pacific/Yap,+10:00,+10:00
,Poland,+01:00,+02:00
,Portugal,+00:00,+01:00
,PRC,+08:00,+08:00
,PST8PDT,-08:00,-07:00
,ROC,+08:00,+08:00
,ROK,+09:00,+09:00
,Singapore,+08:00,+08:00
,Turkey,+03:00,+03:00
,UCT,+00:00,+00:00
,Universal,+00:00,+00:00
,US/Alaska,-09:00,-08:00
,US/Aleutian,-10:00,-09:00
,US/Arizona,-07:00,-07:00
,US/Central,-06:00,-05:00
,US/Eastern,-05:00,-04:00
,US/East-Indiana,-05:00,-04:00
,US/Hawaii,-10:00,-10:00
,US/Indiana-Starke,-06:00,-05:00
,US/Michigan,-05:00,-04:00
,US/Mountain,-07:00,-06:00
,US/Pacific,-08:00,-07:00
,US/Pacific-New,-08:00,-07:00
,US/Samoa,-11:00,-11:00
,UTC,+00:00,+00:00
,WET,+00:00,+01:00
,W-SU,+03:00,+03:00
,Zulu,+00:00,+00:00
